OG0000009	ENSTGUP00000006723.2, ENSTGUP00000008077.2, ENSTGUP00000019132.1, ENSTGUP00000022026.1, ENSTGUP00000031755.1, ENSTGUP00000031903.1, ENSTGUP00000033255.1, ENSTGUP00000034137.1	IV00_00002345-RA, IV00_00006386-RA, IV00_00043392-RA, IV00_00043394-RA, IV00_00045861-RA, IV00_00045865-RA, IV00_00045867-RA, IV00_00045869-RA, IV00_00045875-RA, IV00_00045882-RA, IV00_00045887-RA, IV00_00045892-RA, IV00_00045898-RA, IV00_00055412-RA, IV00_00055414-RA
OG0000010	ENSTGUP00000011850.2, ENSTGUP00000019070.1, ENSTGUP00000019376.1, ENSTGUP00000020862.1, ENSTGUP00000023398.1, ENSTGUP00000023621.1, ENSTGUP00000024732.1, ENSTGUP00000025188.1, ENSTGUP00000025945.1, ENSTGUP00000026979.1, ENSTGUP00000027235.1, ENSTGUP00000027917.1, ENSTGUP00000027952.1, ENSTGUP00000028886.1, ENSTGUP00000030174.1, ENSTGUP00000031555.1, ENSTGUP00000034843.1, ENSTGUP00000036278.1, ENSTGUP00000036705.1, ENSTGUP00000037364.1, ENSTGUP00000037414.1, ENSTGUP00000038023.1, ENSTGUP00000038650.1	
OG0000011	ENSTGUP00000007439.2, ENSTGUP00000019390.1, ENSTGUP00000020283.1, ENSTGUP00000020688.1, ENSTGUP00000021788.1, ENSTGUP00000024544.1, ENSTGUP00000024762.1, ENSTGUP00000024888.1, ENSTGUP00000025062.1, ENSTGUP00000026326.1, ENSTGUP00000026774.1, ENSTGUP00000027600.1, ENSTGUP00000027611.1, ENSTGUP00000028671.1, ENSTGUP00000028734.1, ENSTGUP00000029549.1, ENSTGUP00000032373.1, ENSTGUP00000032450.1, ENSTGUP00000033065.1, ENSTGUP00000035857.1, ENSTGUP00000036196.1, ENSTGUP00000037501.1, ENSTGUP00000038080.1	
OG0000012	ENSTGUP00000015839.2, ENSTGUP00000020213.1, ENSTGUP00000020987.1, ENSTGUP00000025639.1, ENSTGUP00000025644.1, ENSTGUP00000028193.1, ENSTGUP00000028194.1, ENSTGUP00000031211.1, ENSTGUP00000031538.1, ENSTGUP00000032421.1, ENSTGUP00000035003.1	IV00_00004280-RA, IV00_00008324-RA, IV00_00008673-RA, IV00_00022949-RA, IV00_00030180-RA, IV00_00031033-RA, IV00_00034631-RA, IV00_00035743-RA, IV00_00052387-RA, IV00_00054827-RA, IV00_00055094-RA
OG0000013	ENSTGUP00000000653.2, ENSTGUP00000011485.2, ENSTGUP00000018315.1, ENSTGUP00000018516.1, ENSTGUP00000020440.1, ENSTGUP00000021232.1, ENSTGUP00000021326.1, ENSTGUP00000021703.1, ENSTGUP00000022103.1, ENSTGUP00000023094.1, ENSTGUP00000023560.1, ENSTGUP00000026207.1, ENSTGUP00000026530.1, ENSTGUP00000028504.1, ENSTGUP00000028647.1, ENSTGUP00000030145.1, ENSTGUP00000033488.1, ENSTGUP00000033856.1, ENSTGUP00000035137.1, ENSTGUP00000037618.1	IV00_00046008-RB
OG0000014	ENSTGUP00000013098.2, ENSTGUP00000013132.2, ENSTGUP00000019492.1, ENSTGUP00000019958.1, ENSTGUP00000020924.1, ENSTGUP00000022191.1, ENSTGUP00000022530.1, ENSTGUP00000023905.1, ENSTGUP00000024468.1, ENSTGUP00000028254.1, ENSTGUP00000028529.1, ENSTGUP00000029441.1, ENSTGUP00000032955.1, ENSTGUP00000033191.1, ENSTGUP00000033556.1, ENSTGUP00000034082.1, ENSTGUP00000035797.1, ENSTGUP00000035922.1	IV00_00000071-RA, IV00_00000082-RA, IV00_00049166-RA
OG0000015	ENSTGUP00000002978.2, ENSTGUP00000002989.2, ENSTGUP00000006930.2, ENSTGUP00000019701.1, ENSTGUP00000020072.1, ENSTGUP00000021367.1, ENSTGUP00000021796.1, ENSTGUP00000022575.1, ENSTGUP00000023179.1, ENSTGUP00000024379.1, ENSTGUP00000026671.1, ENSTGUP00000027650.1, ENSTGUP00000027679.1, ENSTGUP00000029304.1, ENSTGUP00000032006.1, ENSTGUP00000033595.1, ENSTGUP00000034177.1, ENSTGUP00000035070.1, ENSTGUP00000036952.1, ENSTGUP00000037502.1, ENSTGUP00000038109.1	
OG0000016	ENSTGUP00000004494.2, ENSTGUP00000006406.2, ENSTGUP00000019985.1, ENSTGUP00000020536.1, ENSTGUP00000020590.1, ENSTGUP00000020844.1, ENSTGUP00000020893.1, ENSTGUP00000021539.1, ENSTGUP00000022840.1, ENSTGUP00000024499.1, ENSTGUP00000024884.1, ENSTGUP00000025621.1, ENSTGUP00000026172.1, ENSTGUP00000026669.1, ENSTGUP00000028755.1, ENSTGUP00000029921.1, ENSTGUP00000031842.1, ENSTGUP00000036994.1, ENSTGUP00000037434.1	IV00_00041073-RA, IV00_00045276-RA
OG0000017	ENSTGUP00000001799.2, ENSTGUP00000012652.2, ENSTGUP00000012657.2, ENSTGUP00000013292.2, ENSTGUP00000019236.1, ENSTGUP00000021715.1, ENSTGUP00000024054.1, ENSTGUP00000025512.1, ENSTGUP00000025867.1, ENSTGUP00000026543.1, ENSTGUP00000028319.1, ENSTGUP00000029973.1, ENSTGUP00000030309.1, ENSTGUP00000031146.1, ENSTGUP00000035525.1, ENSTGUP00000035671.1, ENSTGUP00000036684.1, ENSTGUP00000037929.1	IV00_00000549-RA, IV00_00049190-RA
OG0000018	ENSTGUP00000000757.2, ENSTGUP00000003783.2, ENSTGUP00000005705.2, ENSTGUP00000013063.2, ENSTGUP00000020091.1, ENSTGUP00000020145.1, ENSTGUP00000020428.1, ENSTGUP00000021865.1, ENSTGUP00000023607.1, ENSTGUP00000024343.1, ENSTGUP00000025299.1, ENSTGUP00000026315.1, ENSTGUP00000033629.1, ENSTGUP00000033730.1, ENSTGUP00000034140.1, ENSTGUP00000034306.1, ENSTGUP00000034608.1, ENSTGUP00000036534.1, ENSTGUP00000038622.1	IV00_00028897-RA
OG0000019	ENSTGUP00000004461.2, ENSTGUP00000004545.2, ENSTGUP00000010269.2, ENSTGUP00000012110.2, ENSTGUP00000019299.1, ENSTGUP00000020299.1, ENSTGUP00000022390.1, ENSTGUP00000022609.1, ENSTGUP00000023185.1, ENSTGUP00000026010.1, ENSTGUP00000027048.1, ENSTGUP00000029660.1, ENSTGUP00000030864.1, ENSTGUP00000031208.1, ENSTGUP00000031294.1, ENSTGUP00000031598.1, ENSTGUP00000031687.1, ENSTGUP00000037744.1, ENSTGUP00000038379.1	IV00_00013313-RA
OG0000020	ENSTGUP00000007653.2, ENSTGUP00000009227.2, ENSTGUP00000013345.2, ENSTGUP00000019814.1, ENSTGUP00000020090.1, ENSTGUP00000022059.1, ENSTGUP00000022421.1, ENSTGUP00000023784.1, ENSTGUP00000030080.1, ENSTGUP00000032861.1, ENSTGUP00000032866.1, ENSTGUP00000035160.1, ENSTGUP00000035276.1, ENSTGUP00000035913.1, ENSTGUP00000036625.1, ENSTGUP00000037230.1, ENSTGUP00000037400.1, ENSTGUP00000038072.1, ENSTGUP00000038485.1	IV00_00028659-RA
OG0000021	ENSTGUP00000005126.2, ENSTGUP00000006568.1, ENSTGUP00000007038.2, ENSTGUP00000007289.2, ENSTGUP00000018073.2, ENSTGUP00000018977.1, ENSTGUP00000020395.1, ENSTGUP00000023737.1, ENSTGUP00000024957.1, ENSTGUP00000025883.1, ENSTGUP00000029689.1, ENSTGUP00000030740.1, ENSTGUP00000031150.1, ENSTGUP00000032519.1, ENSTGUP00000033731.1, ENSTGUP00000035639.1, ENSTGUP00000035694.1, ENSTGUP00000037953.1, ENSTGUP00000038052.1	IV00_00010578-RA
OG0000022	ENSTGUP00000017552.2, ENSTGUP00000019383.1, ENSTGUP00000020251.1, ENSTGUP00000020507.1, ENSTGUP00000022432.1, ENSTGUP00000022505.1, ENSTGUP00000023719.1, ENSTGUP00000024857.1, ENSTGUP00000024924.1, ENSTGUP00000025483.1, ENSTGUP00000026119.1, ENSTGUP00000028214.1, ENSTGUP00000028371.1, ENSTGUP00000028389.1, ENSTGUP00000029592.1, ENSTGUP00000033473.1, ENSTGUP00000033596.1, ENSTGUP00000034891.1, ENSTGUP00000037381.1	
OG0000023	ENSTGUP00000003931.2, ENSTGUP00000015646.2, ENSTGUP00000017551.2, ENSTGUP00000019178.1, ENSTGUP00000020345.1, ENSTGUP00000020970.1, ENSTGUP00000021146.1, ENSTGUP00000021977.1, ENSTGUP00000023156.1, ENSTGUP00000023174.1, ENSTGUP00000024036.1, ENSTGUP00000025387.1, ENSTGUP00000027409.1, ENSTGUP00000028838.1, ENSTGUP00000029262.1, ENSTGUP00000029276.1, ENSTGUP00000032090.1, ENSTGUP00000036529.1	IV00_00028145-RA
OG0000024	ENSTGUP00000004142.2, ENSTGUP00000020776.1, ENSTGUP00000022658.1, ENSTGUP00000027376.1, ENSTGUP00000028219.1, ENSTGUP00000032335.1, ENSTGUP00000033249.1, ENSTGUP00000035580.1, ENSTGUP00000036636.1	IV00_00052719-RA, IV00_00052721-RA, IV00_00052724-RA, IV00_00052725-RA, IV00_00052726-RA, IV00_00052739-RA, IV00_00052742-RA, IV00_00052743-RA, IV00_00052745-RA, IV00_00052749-RA
OG0000025	ENSTGUP00000000880.1, ENSTGUP00000018214.2, ENSTGUP00000018361.1, ENSTGUP00000020588.1, ENSTGUP00000020674.1, ENSTGUP00000026465.1, ENSTGUP00000026681.1, ENSTGUP00000026823.1, ENSTGUP00000028567.1, ENSTGUP00000036094.1, ENSTGUP00000036834.1	IV00_00020025-RA, IV00_00020028-RA, IV00_00020031-RA, IV00_00023364-RA, IV00_00049858-RA, IV00_00049859-RA, IV00_00049862-RA
OG0000026	ENSTGUP00000001981.2, ENSTGUP00000001989.2, ENSTGUP00000001995.2, ENSTGUP00000002010.2, ENSTGUP00000002041.1, ENSTGUP00000007477.2, ENSTGUP00000009652.2, ENSTGUP00000009676.2, ENSTGUP00000009721.2, ENSTGUP00000020383.1, ENSTGUP00000020838.1, ENSTGUP00000021124.1, ENSTGUP00000021293.1, ENSTGUP00000021543.1, ENSTGUP00000023794.1, ENSTGUP00000024761.1, ENSTGUP00000034659.1	IV00_00002543-RA
OG0000027	ENSTGUP00000001531.2, ENSTGUP00000006710.2, ENSTGUP00000013386.2, ENSTGUP00000019675.1, ENSTGUP00000023245.1, ENSTGUP00000026705.1, ENSTGUP00000026990.1, ENSTGUP00000028739.1, ENSTGUP00000029504.1, ENSTGUP00000031658.1, ENSTGUP00000031696.1, ENSTGUP00000032170.1, ENSTGUP00000032617.1, ENSTGUP00000033031.1, ENSTGUP00000033900.1, ENSTGUP00000035611.1, ENSTGUP00000035706.1, ENSTGUP00000036370.1	
OG0000028	ENSTGUP00000001130.2, ENSTGUP00000019989.1, ENSTGUP00000020125.1, ENSTGUP00000020231.1, ENSTGUP00000020310.1, ENSTGUP00000021328.1, ENSTGUP00000021351.1, ENSTGUP00000023394.1, ENSTGUP00000023800.1, ENSTGUP00000025444.1, ENSTGUP00000026060.1, ENSTGUP00000026417.1, ENSTGUP00000026470.1, ENSTGUP00000027276.1, ENSTGUP00000028591.1, ENSTGUP00000035355.1, ENSTGUP00000036787.1, ENSTGUP00000037833.1	
OG0000029	ENSTGUP00000014427.2, ENSTGUP00000014474.2, ENSTGUP00000015513.2, ENSTGUP00000016084.2, ENSTGUP00000016650.2, ENSTGUP00000017035.2, ENSTGUP00000017151.2, ENSTGUP00000017560.2, ENSTGUP00000017946.2, ENSTGUP00000018280.2, ENSTGUP00000019476.1, ENSTGUP00000021023.1, ENSTGUP00000021686.1, ENSTGUP00000023060.1, ENSTGUP00000027542.1, ENSTGUP00000028190.1, ENSTGUP00000030493.1, ENSTGUP00000034200.1	
OG0000030	ENSTGUP00000020720.1, ENSTGUP00000021200.1, ENSTGUP00000022415.1, ENSTGUP00000023733.1, ENSTGUP00000024206.1, ENSTGUP00000028136.1, ENSTGUP00000028273.1, ENSTGUP00000028952.1, ENSTGUP00000030207.1, ENSTGUP00000030955.1, ENSTGUP00000030971.1, ENSTGUP00000032382.1, ENSTGUP00000032391.1, ENSTGUP00000034094.1, ENSTGUP00000035345.1, ENSTGUP00000036055.1, ENSTGUP00000036592.1	
OG0000031	ENSTGUP00000002315.2, ENSTGUP00000002968.1, ENSTGUP00000008158.2, ENSTGUP00000018998.1, ENSTGUP00000020194.1, ENSTGUP00000020307.1, ENSTGUP00000020522.1, ENSTGUP00000021335.1, ENSTGUP00000024951.1, ENSTGUP00000025568.1, ENSTGUP00000029311.1, ENSTGUP00000029420.1, ENSTGUP00000029886.1, ENSTGUP00000032427.1, ENSTGUP00000034835.1, ENSTGUP00000035005.1, ENSTGUP00000037196.1	
OG0000032	ENSTGUP00000001902.2, ENSTGUP00000005547.2, ENSTGUP00000010234.2, ENSTGUP00000018797.1, ENSTGUP00000018868.1, ENSTGUP00000022194.1, ENSTGUP00000022267.1, ENSTGUP00000023988.1, ENSTGUP00000024978.1, ENSTGUP00000027920.1, ENSTGUP00000028703.1, ENSTGUP00000029697.1, ENSTGUP00000032887.1, ENSTGUP00000033760.1, ENSTGUP00000033981.1, ENSTGUP00000034398.1	IV00_00049613-RA
OG0000033	ENSTGUP00000012537.2, ENSTGUP00000013080.2, ENSTGUP00000018638.1, ENSTGUP00000019466.1, ENSTGUP00000026348.1, ENSTGUP00000026458.1, ENSTGUP00000027578.1, ENSTGUP00000027817.1, ENSTGUP00000027879.1, ENSTGUP00000029171.1, ENSTGUP00000031076.1, ENSTGUP00000032613.1, ENSTGUP00000033110.1, ENSTGUP00000034472.1, ENSTGUP00000034949.1	IV00_00000630-RA, IV00_00014153-RA
OG0000034	ENSTGUP00000007119.2, ENSTGUP00000009849.2, ENSTGUP00000016793.2, ENSTGUP00000018693.1, ENSTGUP00000020812.1, ENSTGUP00000021018.1, ENSTGUP00000023761.1, ENSTGUP00000026394.1, ENSTGUP00000029910.1, ENSTGUP00000030899.1, ENSTGUP00000032005.1, ENSTGUP00000032987.1, ENSTGUP00000033421.1, ENSTGUP00000034209.1, ENSTGUP00000034758.1, ENSTGUP00000035997.1, ENSTGUP00000038535.1	
OG0000035	ENSTGUP00000001805.2, ENSTGUP00000004698.2, ENSTGUP00000019890.1, ENSTGUP00000020075.1, ENSTGUP00000023781.1, ENSTGUP00000025388.1, ENSTGUP00000026957.1, ENSTGUP00000028344.1, ENSTGUP00000029242.1, ENSTGUP00000029744.1, ENSTGUP00000031363.1, ENSTGUP00000033378.1, ENSTGUP00000033633.1, ENSTGUP00000034201.1, ENSTGUP00000038219.1, ENSTGUP00000038591.1	IV00_00031053-RA
OG0000036	ENSTGUP00000001612.2, ENSTGUP00000011421.2, ENSTGUP00000011890.2, ENSTGUP00000021174.1, ENSTGUP00000021227.1, ENSTGUP00000021927.1, ENSTGUP00000024725.1, ENSTGUP00000025376.1, ENSTGUP00000028662.1, ENSTGUP00000030488.1, ENSTGUP00000031501.1, ENSTGUP00000034065.1, ENSTGUP00000035024.1, ENSTGUP00000035255.1, ENSTGUP00000038723.1	IV00_00039901-RA, IV00_00039906-RA
OG0000037	ENSTGUP00000001917.2, ENSTGUP00000014218.2, ENSTGUP00000014283.2, ENSTGUP00000015974.2, ENSTGUP00000018026.2, ENSTGUP00000018182.2, ENSTGUP00000018208.2, ENSTGUP00000021325.1, ENSTGUP00000023562.1, ENSTGUP00000026838.1, ENSTGUP00000027285.1, ENSTGUP00000027396.1, ENSTGUP00000032925.1, ENSTGUP00000034212.1, ENSTGUP00000035529.1	IV00_00002364-RA, IV00_00048674-RA
OG0000038	ENSTGUP00000006132.2, ENSTGUP00000016342.2, ENSTGUP00000037840.1	IV00_00006900-RA, IV00_00023499-RA, IV00_00023502-RA, IV00_00023503-RA, IV00_00023504-RA, IV00_00023532-RA, IV00_00023533-RA, IV00_00050820-RA, IV00_00050823-RA, IV00_00050824-RA, IV00_00050827-RA, IV00_00050829-RA, IV00_00050830-RA, IV00_00053411-RA
OG0000039	ENSTGUP00000015861.2, ENSTGUP00000018330.1, ENSTGUP00000018646.1, ENSTGUP00000019500.1, ENSTGUP00000020404.1, ENSTGUP00000020432.1, ENSTGUP00000020684.1, ENSTGUP00000020726.1, ENSTGUP00000021454.1, ENSTGUP00000022055.1, ENSTGUP00000023132.1, ENSTGUP00000025494.1, ENSTGUP00000025928.1, ENSTGUP00000027629.1, ENSTGUP00000031552.1, ENSTGUP00000034432.1, ENSTGUP00000035735.1	
OG0000040	ENSTGUP00000000063.2, ENSTGUP00000003721.2, ENSTGUP00000003724.2, ENSTGUP00000018974.1, ENSTGUP00000019472.1, ENSTGUP00000019769.1, ENSTGUP00000021800.1, ENSTGUP00000023862.1, ENSTGUP00000029333.1, ENSTGUP00000029385.1, ENSTGUP00000030176.1, ENSTGUP00000031893.1, ENSTGUP00000036759.1, ENSTGUP00000037123.1, ENSTGUP00000038609.1	IV00_00055546-RA
OG0000041	ENSTGUP00000004328.1, ENSTGUP00000008564.1, ENSTGUP00000019566.1, ENSTGUP00000019721.1, ENSTGUP00000022908.1, ENSTGUP00000025318.1, ENSTGUP00000027935.1, ENSTGUP00000028846.1, ENSTGUP00000030654.1, ENSTGUP00000030980.1, ENSTGUP00000033310.1, ENSTGUP00000033446.1, ENSTGUP00000035172.1	IV00_00010791-RA, IV00_00019425-RA, IV00_00045647-RA
OG0000042	ENSTGUP00000001929.2, ENSTGUP00000005037.2, ENSTGUP00000023828.1, ENSTGUP00000024200.1, ENSTGUP00000025224.1, ENSTGUP00000027957.1, ENSTGUP00000028471.1, ENSTGUP00000028650.1, ENSTGUP00000030457.1, ENSTGUP00000030990.1, ENSTGUP00000031510.1, ENSTGUP00000032420.1, ENSTGUP00000032604.1, ENSTGUP00000034678.1, ENSTGUP00000036100.1	IV00_00030951-RA
OG0000043	ENSTGUP00000010505.2, ENSTGUP00000010825.2, ENSTGUP00000010870.2, ENSTGUP00000018427.1, ENSTGUP00000020709.1, ENSTGUP00000022449.1, ENSTGUP00000023446.1, ENSTGUP00000024529.1, ENSTGUP00000025616.1, ENSTGUP00000030655.1, ENSTGUP00000031428.1, ENSTGUP00000031854.1, ENSTGUP00000032664.1, ENSTGUP00000032783.1	IV00_00017445-RA, IV00_00032345-RA
OG0000044	ENSTGUP00000007088.2, ENSTGUP00000010755.2, ENSTGUP00000024752.1	IV00_00005827-RA, IV00_00005852-RA, IV00_00005853-RA, IV00_00013858-RA, IV00_00016318-RA, IV00_00016323-RA, IV00_00016325-RA, IV00_00034290-RA, IV00_00034888-RA, IV00_00035010-RA, IV00_00050541-RA, IV00_00050552-RA, IV00_00055630-RA
OG0000045	ENSTGUP00000001752.2, ENSTGUP00000018929.1, ENSTGUP00000021222.1, ENSTGUP00000024342.1, ENSTGUP00000025445.1, ENSTGUP00000025825.1, ENSTGUP00000027674.1, ENSTGUP00000032118.1, ENSTGUP00000032757.1, ENSTGUP00000032968.1, ENSTGUP00000033053.1, ENSTGUP00000033412.1, ENSTGUP00000034339.1, ENSTGUP00000034778.1, ENSTGUP00000037530.1	IV00_00039811-RA
OG0000046	ENSTGUP00000001336.2, ENSTGUP00000004169.2, ENSTGUP00000011144.2, ENSTGUP00000019248.1, ENSTGUP00000019646.1, ENSTGUP00000020618.1, ENSTGUP00000024387.1, ENSTGUP00000024576.1, ENSTGUP00000025736.1, ENSTGUP00000028491.1, ENSTGUP00000028626.1, ENSTGUP00000030943.1, ENSTGUP00000032153.1, ENSTGUP00000032447.1, ENSTGUP00000038630.1	IV00_00040127-RA
